diagnosis_code,cms_hcc_esrd_v21,cms_hcc_esrd_v24,cms_hcc_v22,cms_hcc_v24,cms_hcc_v28,rx_hcc_v05,rx_hcc_v08
M80039A,,,,,,87,87
M80041A,,,,,,87,87
M80042A,,,,,,87,87
M80049A,,,,,,87,87
M80051A,170,170,170,170,402,87,87
M80052A,170,170,170,170,402,87,87
M80059A,170,170,170,170,402,87,87
M80061A,,,,,,87,87
M80062A,,,,,,87,87
M80069A,,,,,,87,87
M80071A,,,,,,87,87
M80072A,,,,,,87,87
M80079A,,,,,,87,87
M8008XA,169,169,169,169,401,87,87
M800AXA,,,,,,87,87
M8080XA,,,,,,87,87
M80811A,,,,,,87,87
M80812A,,,,,,87,87
M80819A,,,,,,87,87
M80821A,,,,,,87,87
M80822A,,,,,,87,87
M80829A,,,,,,87,87
M80831A,,,,,,87,87
M80832A,,,,,,87,87
M80839A,,,,,,87,87
M80841A,,,,,,87,87
M80842A,,,,,,87,87
M80849A,,,,,,87,87
M80851A,170,170,170,170,402,87,87
M80852A,170,170,170,170,402,87,87
M80859A,170,170,170,170,402,87,87
M80861A,,,,,,87,87
M80862A,,,,,,87,87
M80869A,,,,,,87,87
M80871A,,,,,,87,87
M80872A,,,,,,87,87
M80879A,,,,,,87,87
M8088XA,169,169,169,169,401,87,87
M808AXA,,,,,,87,87
M810,,,,,,87,87
M816,,,,,,87,87
M818,,,,,,87,87
M830,,,,,,87,87
M831,,,,,,87,87
M832,,,,,,87,87
M833,,,,,,87,87
M834,,,,,,87,87
M835,,,,,,87,87
M838,,,,,,87,87
M839,,,,,,87,87
M8440XA,,,,,,87,87
M84411A,,,,,,87,87
M84412A,,,,,,87,87
M84419A,,,,,,87,87
M84421A,,,,,,87,87
M84422A,,,,,,87,87
M84429A,,,,,,87,87
M84431A,,,,,,87,87
M84432A,,,,,,87,87
M84433A,,,,,,87,87
M84434A,,,,,,87,87
M84439A,,,,,,87,87
M84441A,,,,,,87,87
M84442A,,,,,,87,87
M84443A,,,,,,87,87
M84444A,,,,,,87,87
M84445A,,,,,,87,87
M84446A,,,,,,87,87
M84451A,170,170,170,170,402,87,87
M84452A,170,170,170,170,402,87,87
M84453A,170,170,170,170,402,87,87
M84454A,,,,,,87,87
M84459A,170,170,170,170,402,87,87
M84461A,,,,,,87,87
M84462A,,,,,,87,87
M84463A,,,,,,87,87
M84464A,,,,,,87,87
M84469A,,,,,,87,87
M84471A,,,,,,87,87
M84472A,,,,,,87,87
M84473A,,,,,,87,87
M84474A,,,,,,87,87
M84475A,,,,,,87,87
M84476A,,,,,,87,87
M84477A,,,,,,87,87
M84478A,,,,,,87,87
M84479A,,,,,,87,87
M8448XA,,,,,,87,87
M8450XA,,,,,,87,87
M84511A,,,,,,87,87
M84512A,,,,,,87,87
M84519A,,,,,,87,87
M84521A,,,,,,87,87
M84522A,,,,,,87,87
M84529A,,,,,,87,87
M84531A,,,,,,87,87
M84532A,,,,,,87,87
M84533A,,,,,,87,87
M84534A,,,,,,87,87
M84539A,,,,,,87,87
M84541A,,,,,,87,87
M84542A,,,,,,87,87
M84549A,,,,,,87,87
M84550A,,,,,,87,87
M84551A,170,170,170,170,402,87,87
M84552A,170,170,170,170,402,87,87
M84553A,170,170,170,170,402,87,87
M84559A,170,170,170,170,402,87,87
M84561A,,,,,,87,87
M84562A,,,,,,87,87
M84563A,,,,,,87,87
M84564A,,,,,,87,87
M84569A,,,,,,87,87
M84571A,,,,,,87,87
M84572A,,,,,,87,87
M84573A,,,,,,87,87
M84574A,,,,,,87,87
M84575A,,,,,,87,87
M84576A,,,,,,87,87
M8458XA,,,,,,87,87
M8460XA,,,,,,87,87
M84611A,,,,,,87,87
M84612A,,,,,,87,87
M84619A,,,,,,87,87
M84621A,,,,,,87,87
M84622A,,,,,,87,87
M84629A,,,,,,87,87
M84631A,,,,,,87,87
M84632A,,,,,,87,87
M84633A,,,,,,87,87
M84634A,,,,,,87,87
M84639A,,,,,,87,87
M84641A,,,,,,87,87
M84642A,,,,,,87,87
M84649A,,,,,,87,87
M84650A,,,,,,87,87
M84651A,170,170,170,170,402,87,87
M84652A,170,170,170,170,402,87,87
M84653A,170,170,170,170,402,87,87
M84659A,170,170,170,170,402,87,87
M84661A,,,,,,87,87
M84662A,,,,,,87,87
M84663A,,,,,,87,87
M84664A,,,,,,87,87
M84669A,,,,,,87,87
M84671A,,,,,,87,87
M84672A,,,,,,87,87
M84673A,,,,,,87,87
M84674A,,,,,,87,87
M84675A,,,,,,87,87
M84676A,,,,,,87,87
M8468XA,,,,,,87,87
M84754A,170,170,170,170,402,,
M84755A,170,170,170,170,402,,
M84756A,170,170,170,170,402,,
M84757A,170,170,170,170,402,,
M84758A,170,170,170,170,402,,
M84759A,170,170,170,170,402,,
M8600,39,39,39,39,92,,
M86011,39,39,39,39,92,,
M86012,39,39,39,39,92,,
M86019,39,39,39,39,92,,
M86021,39,39,39,39,92,,
M86022,39,39,39,39,92,,
M86029,39,39,39,39,92,,
M86031,39,39,39,39,92,,
M86032,39,39,39,39,92,,
M86039,39,39,39,39,92,,
M86041,39,39,39,39,92,,
M86042,39,39,39,39,92,,
M86049,39,39,39,39,92,,
M86051,39,39,39,39,92,,
M86052,39,39,39,39,92,,
M86059,39,39,39,39,92,,
M86061,39,39,39,39,92,,
M86062,39,39,39,39,92,,
M86069,39,39,39,39,92,,
M86071,39,39,39,39,92,,
M86072,39,39,39,39,92,,
M86079,39,39,39,39,92,,
M8608,39,39,39,39,92,,
M8609,39,39,39,39,92,,
M8610,39,39,39,39,92,,
M86111,39,39,39,39,92,,
M86112,39,39,39,39,92,,
M86119,39,39,39,39,92,,
M86121,39,39,39,39,92,,
M86122,39,39,39,39,92,,
M86129,39,39,39,39,92,,
M86131,39,39,39,39,92,,
M86132,39,39,39,39,92,,
M86139,39,39,39,39,92,,
M86141,39,39,39,39,92,,
M86142,39,39,39,39,92,,
M86149,39,39,39,39,92,,
M86151,39,39,39,39,92,,
M86152,39,39,39,39,92,,
M86159,39,39,39,39,92,,
M86161,39,39,39,39,92,,
M86162,39,39,39,39,92,,
M86169,39,39,39,39,92,,
M86171,39,39,39,39,92,,
M86172,39,39,39,39,92,,
M86179,39,39,39,39,92,,
M8618,39,39,39,39,92,,
M8619,39,39,39,39,92,,
M8620,39,39,39,39,92,,
M86211,39,39,39,39,92,,
M86212,39,39,39,39,92,,
M86219,39,39,39,39,92,,
M86221,39,39,39,39,92,,
M86222,39,39,39,39,92,,
M86229,39,39,39,39,92,,
M86231,39,39,39,39,92,,
M86232,39,39,39,39,92,,
M86239,39,39,39,39,92,,
M86241,39,39,39,39,92,,
M86242,39,39,39,39,92,,
M86249,39,39,39,39,92,,
M86251,39,39,39,39,92,,
M86252,39,39,39,39,92,,
M86259,39,39,39,39,92,,
M86261,39,39,39,39,92,,
M86262,39,39,39,39,92,,
M86269,39,39,39,39,92,,
M86271,39,39,39,39,92,,
M86272,39,39,39,39,92,,
M86279,39,39,39,39,92,,
M8628,39,39,39,39,92,,
M8629,39,39,39,39,92,,
M8630,39,39,39,39,92,,
M86311,39,39,39,39,92,,
M86312,39,39,39,39,92,,
M86319,39,39,39,39,92,,
M86321,39,39,39,39,92,,
M86322,39,39,39,39,92,,
M86329,39,39,39,39,92,,
M86331,39,39,39,39,92,,
M86332,39,39,39,39,92,,
M86339,39,39,39,39,92,,
M86341,39,39,39,39,92,,
M86342,39,39,39,39,92,,
M86349,39,39,39,39,92,,
M86351,39,39,39,39,92,,
M86352,39,39,39,39,92,,
M86359,39,39,39,39,92,,
M86361,39,39,39,39,92,,
M86362,39,39,39,39,92,,
M86369,39,39,39,39,92,,
M86371,39,39,39,39,92,,
M86372,39,39,39,39,92,,
M86379,39,39,39,39,92,,
M8638,39,39,39,39,92,,
M8639,39,39,39,39,92,,
M8640,39,39,39,39,92,,
M86411,39,39,39,39,92,,
M86412,39,39,39,39,92,,
M86419,39,39,39,39,92,,
M86421,39,39,39,39,92,,
M86422,39,39,39,39,92,,
M86429,39,39,39,39,92,,
M86431,39,39,39,39,92,,
M86432,39,39,39,39,92,,
M86439,39,39,39,39,92,,
M86441,39,39,39,39,92,,
M86442,39,39,39,39,92,,
M86449,39,39,39,39,92,,
M86451,39,39,39,39,92,,
M86452,39,39,39,39,92,,
M86459,39,39,39,39,92,,
M86461,39,39,39,39,92,,
M86462,39,39,39,39,92,,
M86469,39,39,39,39,92,,
M86471,39,39,39,39,92,,
M86472,39,39,39,39,92,,
M86479,39,39,39,39,92,,
M8648,39,39,39,39,92,,
M8649,39,39,39,39,92,,
M8650,39,39,39,39,92,,
M86511,39,39,39,39,92,,
M86512,39,39,39,39,92,,
M86519,39,39,39,39,92,,
M86521,39,39,39,39,92,,
M86522,39,39,39,39,92,,
M86529,39,39,39,39,92,,
M86531,39,39,39,39,92,,
M86532,39,39,39,39,92,,
M86539,39,39,39,39,92,,
M86541,39,39,39,39,92,,
M86542,39,39,39,39,92,,
M86549,39,39,39,39,92,,
M86551,39,39,39,39,92,,
M86552,39,39,39,39,92,,
M86559,39,39,39,39,92,,
M86561,39,39,39,39,92,,
M86562,39,39,39,39,92,,
M86569,39,39,39,39,92,,
M86571,39,39,39,39,92,,
M86572,39,39,39,39,92,,
M86579,39,39,39,39,92,,
M8658,39,39,39,39,92,,
M8659,39,39,39,39,92,,
M8660,39,39,39,39,92,,
M86611,39,39,39,39,92,,
M86612,39,39,39,39,92,,
M86619,39,39,39,39,92,,
M86621,39,39,39,39,92,,
M86622,39,39,39,39,92,,
M86629,39,39,39,39,92,,
M86631,39,39,39,39,92,,
M86632,39,39,39,39,92,,
M86639,39,39,39,39,92,,
M86641,39,39,39,39,92,,
M86642,39,39,39,39,92,,
M86649,39,39,39,39,92,,
M86651,39,39,39,39,92,,
M86652,39,39,39,39,92,,
M86659,39,39,39,39,92,,
M86661,39,39,39,39,92,,
M86662,39,39,39,39,92,,
M86669,39,39,39,39,92,,
M86671,39,39,39,39,92,,
M86672,39,39,39,39,92,,
M86679,39,39,39,39,92,,
M8668,39,39,39,39,92,,
M8669,39,39,39,39,92,,
M868X0,39,39,39,39,92,,
M868X1,39,39,39,39,92,,
M868X2,39,39,39,39,92,,
M868X3,39,39,39,39,92,,
M868X4,39,39,39,39,92,,
M868X5,39,39,39,39,92,,
M868X6,39,39,39,39,92,,
M868X7,39,39,39,39,92,,
M868X8,39,39,39,39,92,,
M868X9,39,39,39,39,92,,
M869,39,39,39,39,92,,
M8700,39,39,39,39,92,80,80
M87011,39,39,39,39,92,80,80
M87012,39,39,39,39,92,80,80
M87019,39,39,39,39,92,80,80
M87021,39,39,39,39,92,80,80
M87022,39,39,39,39,92,80,80
M87029,39,39,39,39,92,80,80
M87031,39,39,39,39,92,80,80
M87032,39,39,39,39,92,80,80
M87033,39,39,39,39,92,80,80
M87034,39,39,39,39,92,80,80
M87035,39,39,39,39,92,80,80
M87036,39,39,39,39,92,80,80
M87037,39,39,39,39,92,80,80
M87038,39,39,39,39,92,80,80
M87039,39,39,39,39,92,80,80
M87041,39,39,39,39,92,80,80
M87042,39,39,39,39,92,80,80
M87043,39,39,39,39,92,80,80
M87044,39,39,39,39,92,80,80
M87045,39,39,39,39,92,80,80
M87046,39,39,39,39,92,80,80
M87050,39,39,39,39,92,80,80
M87051,39,39,39,39,92,80,80
M87052,39,39,39,39,92,80,80
M87059,39,39,39,39,92,80,80
M87061,39,39,39,39,92,80,80
M87062,39,39,39,39,92,80,80
M87063,39,39,39,39,92,80,80
M87064,39,39,39,39,92,80,80
M87065,39,39,39,39,92,80,80
M87066,39,39,39,39,92,80,80
M87071,39,39,39,39,92,80,80
M87072,39,39,39,39,92,80,80
M87073,39,39,39,39,92,80,80
M87074,39,39,39,39,92,80,80
M87075,39,39,39,39,92,80,80
M87076,39,39,39,39,92,80,80
M87077,39,39,39,39,92,80,80
M87078,39,39,39,39,92,80,80
M87079,39,39,39,39,92,80,80
M8708,39,39,39,39,92,80,80
M8709,39,39,39,39,92,80,80
M8710,39,39,39,39,,80,80
M87111,39,39,39,39,,80,80
M87112,39,39,39,39,,80,80
M87119,39,39,39,39,,80,80
M87121,39,39,39,39,,80,80
M87122,39,39,39,39,,80,80
M87129,39,39,39,39,,80,80
M87131,39,39,39,39,,80,80
M87132,39,39,39,39,,80,80
M87133,39,39,39,39,,80,80
M87134,39,39,39,39,,80,80
M87135,39,39,39,39,,80,80
M87136,39,39,39,39,,80,80
M87137,39,39,39,39,,80,80
M87138,39,39,39,39,,80,80
M87139,39,39,39,39,,80,80
M87141,39,39,39,39,,80,80
M87142,39,39,39,39,,80,80
M87143,39,39,39,39,,80,80
M87144,39,39,39,39,,80,80
M87145,39,39,39,39,,80,80
M87146,39,39,39,39,,80,80
M87150,39,39,39,39,,80,80
M87151,39,39,39,39,,80,80
M87152,39,39,39,39,,80,80
M87159,39,39,39,39,,80,80
M87161,39,39,39,39,,80,80
M87162,39,39,39,39,,80,80
M87163,39,39,39,39,,80,80
M87164,39,39,39,39,,80,80
M87165,39,39,39,39,,80,80
M87166,39,39,39,39,,80,80
M87171,39,39,39,39,,80,80
M87172,39,39,39,39,,80,80
M87173,39,39,39,39,,80,80
M87174,39,39,39,39,,80,80
M87175,39,39,39,39,,80,80
M87176,39,39,39,39,,80,80
M87177,39,39,39,39,,80,80
M87178,39,39,39,39,,80,80
M87179,39,39,39,39,,80,80
M87180,39,39,39,39,,80,80
M87188,39,39,39,39,,80,80
M8719,39,39,39,39,,80,80
M8720,39,39,39,39,92,80,80
M87211,39,39,39,39,92,80,80
M87212,39,39,39,39,92,80,80
M87219,39,39,39,39,92,80,80
M87221,39,39,39,39,92,80,80
M87222,39,39,39,39,92,80,80
M87229,39,39,39,39,92,80,80
M87231,39,39,39,39,92,80,80
M87232,39,39,39,39,92,80,80
M87233,39,39,39,39,92,80,80
M87234,39,39,39,39,92,80,80
M87235,39,39,39,39,92,80,80
M87236,39,39,39,39,92,80,80
M87237,39,39,39,39,92,80,80
M87238,39,39,39,39,92,80,80
M87239,39,39,39,39,92,80,80
M87241,39,39,39,39,92,80,80
M87242,39,39,39,39,92,80,80
M87243,39,39,39,39,92,80,80
M87244,39,39,39,39,92,80,80
M87245,39,39,39,39,92,80,80
M87246,39,39,39,39,92,80,80
M87250,39,39,39,39,92,80,80
M87251,39,39,39,39,92,80,80
M87252,39,39,39,39,92,80,80
M87256,39,39,39,39,92,80,80
M87261,39,39,39,39,92,80,80
M87262,39,39,39,39,92,80,80
M87263,39,39,39,39,92,80,80
M87264,39,39,39,39,92,80,80
M87265,39,39,39,39,92,80,80
M87266,39,39,39,39,92,80,80
M87271,39,39,39,39,92,80,80
M87272,39,39,39,39,92,80,80
M87273,39,39,39,39,92,80,80
M87274,39,39,39,39,92,80,80
M87275,39,39,39,39,92,80,80
M87276,39,39,39,39,92,80,80
M87277,39,39,39,39,92,80,80
M87278,39,39,39,39,92,80,80
M87279,39,39,39,39,92,80,80
M8728,39,39,39,39,92,80,80
M8729,39,39,39,39,92,80,80
M8730,39,39,39,39,92,80,80
M87311,39,39,39,39,92,80,80
M87312,39,39,39,39,92,80,80
M87319,39,39,39,39,92,80,80
M87321,39,39,39,39,92,80,80
M87322,39,39,39,39,92,80,80
M87329,39,39,39,39,92,80,80
M87331,39,39,39,39,92,80,80
M87332,39,39,39,39,92,80,80
M87333,39,39,39,39,92,80,80
M87334,39,39,39,39,92,80,80
M87335,39,39,39,39,92,80,80
M87336,39,39,39,39,92,80,80
M87337,39,39,39,39,92,80,80
M87338,39,39,39,39,92,80,80
M87339,39,39,39,39,92,80,80
M87341,39,39,39,39,92,80,80
M87342,39,39,39,39,92,80,80
M87343,39,39,39,39,92,80,80
M87344,39,39,39,39,92,80,80
M87345,39,39,39,39,92,80,80
M87346,39,39,39,39,92,80,80
M87350,39,39,39,39,92,80,80
M87351,39,39,39,39,92,80,80
M87352,39,39,39,39,92,80,80
M87353,39,39,39,39,92,80,80
M87361,39,39,39,39,92,80,80
M87362,39,39,39,39,92,80,80
M87363,39,39,39,39,92,80,80
M87364,39,39,39,39,92,80,80
M87365,39,39,39,39,92,80,80
M87366,39,39,39,39,92,80,80
M87371,39,39,39,39,92,80,80
M87372,39,39,39,39,92,80,80
M87373,39,39,39,39,92,80,80
M87374,39,39,39,39,92,80,80
M87375,39,39,39,39,92,80,80
M87376,39,39,39,39,92,80,80
M87377,39,39,39,39,92,80,80
M87378,39,39,39,39,92,80,80
M87379,39,39,39,39,92,80,80
M8738,39,39,39,39,92,80,80
M8739,39,39,39,39,92,80,80
M8780,39,39,39,39,92,80,80
M87811,39,39,39,39,92,80,80
M87812,39,39,39,39,92,80,80
M87819,39,39,39,39,92,80,80
M87821,39,39,39,39,92,80,80
M87822,39,39,39,39,92,80,80
M87829,39,39,39,39,92,80,80
M87831,39,39,39,39,92,80,80
M87832,39,39,39,39,92,80,80
M87833,39,39,39,39,92,80,80
M87834,39,39,39,39,92,80,80
M87835,39,39,39,39,92,80,80
M87836,39,39,39,39,92,80,80
M87837,39,39,39,39,92,80,80
M87838,39,39,39,39,92,80,80
M87839,39,39,39,39,92,80,80
M87841,39,39,39,39,92,80,80
M87842,39,39,39,39,92,80,80
M87843,39,39,39,39,92,80,80
M87844,39,39,39,39,92,80,80
M87845,39,39,39,39,92,80,80
M87849,39,39,39,39,92,80,80
M87850,39,39,39,39,92,80,80
M87851,39,39,39,39,92,80,80
M87852,39,39,39,39,92,80,80
M87859,39,39,39,39,92,80,80
M87861,39,39,39,39,92,80,80
M87862,39,39,39,39,92,80,80
M87863,39,39,39,39,92,80,80
M87864,39,39,39,39,92,80,80
M87865,39,39,39,39,92,80,80
M87869,39,39,39,39,92,80,80
M87871,39,39,39,39,92,80,80
M87872,39,39,39,39,92,80,80
M87873,39,39,39,39,92,80,80
M87874,39,39,39,39,92,80,80
M87875,39,39,39,39,92,80,80
M87876,39,39,39,39,92,80,80
M87877,39,39,39,39,92,80,80
M87878,39,39,39,39,92,80,80
M87879,39,39,39,39,92,80,80
M8788,39,39,39,39,92,80,80
M8789,39,39,39,39,92,80,80
M879,39,39,39,39,92,80,80
M8960,39,39,39,39,92,,
M89611,39,39,39,39,92,,
M89612,39,39,39,39,92,,
M89619,39,39,39,39,92,,
M89621,39,39,39,39,92,,
M89622,39,39,39,39,92,,
M89629,39,39,39,39,92,,
M89631,39,39,39,39,92,,
M89632,39,39,39,39,92,,
M89639,39,39,39,39,92,,
M89641,39,39,39,39,92,,
M89642,39,39,39,39,92,,
M89649,39,39,39,39,92,,
M89651,39,39,39,39,92,,
M89652,39,39,39,39,92,,
M89659,39,39,39,39,92,,
M89661,39,39,39,39,92,,
M89662,39,39,39,39,92,,
M89669,39,39,39,39,92,,
M89671,39,39,39,39,92,,
M89672,39,39,39,39,92,,
M89679,39,39,39,39,92,,
M8968,39,39,39,39,92,,
M8969,39,39,39,39,92,,
M9050,39,39,39,39,92,80,80
M90511,39,39,39,39,92,80,80
M90512,39,39,39,39,92,80,80
M90519,39,39,39,39,92,80,80
M90521,39,39,39,39,92,80,80
M90522,39,39,39,39,92,80,80
M90529,39,39,39,39,92,80,80
M90531,39,39,39,39,92,80,80
M90532,39,39,39,39,92,80,80
M90539,39,39,39,39,92,80,80
M90541,39,39,39,39,92,80,80
M90542,39,39,39,39,92,80,80
M90549,39,39,39,39,92,80,80
M90551,39,39,39,39,92,80,80
M90552,39,39,39,39,92,80,80
M90559,39,39,39,39,92,80,80
M90561,39,39,39,39,92,80,80
M90562,39,39,39,39,92,80,80
M90569,39,39,39,39,92,80,80
M90571,39,39,39,39,92,80,80
M90572,39,39,39,39,92,80,80
M90579,39,39,39,39,92,80,80
M9058,39,39,39,39,92,80,80
M9059,39,39,39,39,92,80,80
M96621,176,176,176,176,,,
M96622,176,176,176,176,,,
M96629,176,176,176,176,,,
M96631,176,176,176,176,,,
M96632,176,176,176,176,,,
M96639,176,176,176,176,,,
M9665,176,176,176,176,,,
M96661,176,176,176,176,,,
M96662,176,176,176,176,,,
M96669,176,176,176,176,,,
M96671,176,176,176,176,,,
M96672,176,176,176,176,,,
M96679,176,176,176,176,,,
M9669,176,176,176,176,,,
M9701XA,170,170,170,170,402,,
M9702XA,170,170,170,170,402,,
N000,141,,,,,,
N001,141,,,,,,
N002,141,,,,,,
N003,141,,,,,,
N004,141,,,,,,
N005,141,,,,,,
N006,141,,,,,,
N007,141,,,,,,
N008,141,,,,,,
N009,141,,,,,,
N00A,141,,,,,,
N010,141,,,,,,
N011,141,,,,,,
N012,141,,,,,,
N013,141,,,,,,
N014,141,,,,,,
N015,141,,,,,,
N016,141,,,,,,
N017,141,,,,,,
N018,141,,,,,,
N019,141,,,,,,
N01A,141,,,,,,
N020,141,,,,,,
N021,141,,,,,,
N022,141,,,,,,
N023,141,,,,,,
N024,141,,,,,,
N025,141,,,,,,
N026,141,,,,,,
N027,141,,,,,,
N028,141,,,,,,
N029,141,,,,,,
N02A,141,,,,,,
N030,141,,,,,,
N031,141,,,,,,
N032,141,,,,,,
N033,141,,,,,,
N034,141,,,,,,
N035,141,,,,,,
N036,141,,,,,,
N037,141,,,,,,
N038,141,,,,,,
N039,141,,,,,,
N03A,141,,,,,,
N040,141,,,,,,
N041,141,,,,,,
N042,141,,,,,,
N043,141,,,,,,
N044,141,,,,,,
N045,141,,,,,,
N046,141,,,,,,
N047,141,,,,,,
N048,141,,,,,,
N049,141,,,,,,
N04A,141,,,,,,
N050,141,,,,,,
N051,141,,,,,,
N052,141,,,,,,
N053,141,,,,,,
N054,141,,,,,,
N055,141,,,,,,
N056,141,,,,,,
N057,141,,,,,,
N058,141,,,,,,
N059,141,,,,,,
N05A,141,,,,,,
N060,141,,,,,,
N061,141,,,,,,
N062,141,,,,,,
N063,141,,,,,,
N064,141,,,,,,
N065,141,,,,,,
N066,141,,,,,,
N067,141,,,,,,
N068,141,,,,,,
N069,141,,,,,,
N06A,141,,,,,,
N070,141,,,,,,
N071,141,,,,,,
N072,141,,,,,,
N073,141,,,,,,
N074,141,,,,,,
N075,141,,,,,,
N076,141,,,,,,
N077,141,,,,,,
N078,141,,,,,,
N079,141,,,,,,
N07A,141,,,,,,
N08,141,,,,,,
N140,141,,,,,,
N141,141,,,,,,
N1411,141,,,,,,
N1419,141,,,,,,
N142,141,,,,,,
N143,141,,,,,,
N144,141,,,,,,
N150,141,,,,,,
N158,141,,,,,,
N170,135,135,135,135,,,
N171,135,135,135,135,,,
N172,135,135,135,135,,,
N178,135,135,135,135,,,
N179,135,135,135,135,,,
N181,139,,,,,,
N182,139,,,,,,
N1830,138,138,,138,329,,
N1831,138,138,,138,329,,
N1832,138,138,,138,328,,
N184,137,137,137,137,327,263,263
N185,136,136,136,136,326,262,262
N186,136,136,136,136,326,261,261
N189,139,,,,,,
N19,140,,,,,,
N250,,,,,,87,87
N251,23,23,23,23,,41,43
N2581,23,23,23,23,,41,43
N262,,,,,,187,187
N280,107,107,107,107,,,
N493,,,,,92,,
N7682,39,39,39,39,92,,
N99510,176,176,176,176,,,
N99511,176,176,176,176,,,
N99512,176,176,176,176,,,
N99518,176,176,176,176,,,
N99520,176,176,176,176,,,
N99521,176,176,176,176,,,
N99522,176,176,176,176,,,
N99523,176,176,176,176,,,
N99524,176,176,176,176,,,
N99528,176,176,176,176,,,
N99530,176,176,176,176,,,
N99531,176,176,176,176,,,
N99532,176,176,176,176,,,
N99533,176,176,176,176,,,
N99534,176,176,176,176,,,
N99538,176,176,176,176,,,
P0270,2,2,2,2,2,,
P040,,,,,137,,
P0411,,,,,137,,
P0412,,,,,137,,
P0413,,,,,137,,
P0414,,,,,137,,
P0415,,,,,137,,
P0416,,,,,137,,
P0417,,,,,137,,
P0418,,,,,137,,
P0419,,,,,137,,
P041A,,,,,137,,
P042,,,,,137,,
P043,,,,,137,,
P0440,,,,,137,,
P0441,,,,,137,,
P0442,,,,,137,,
P0449,,,,,137,,
P045,,,,,137,,
P046,,,,,137,,
P0481,,,,,137,,
P0489,,,,,137,,
P049,,,,,137,,
P100,,,,,248,,
P101,,,,,248,,
P102,,,,,248,,
P103,,,,,248,,
P104,,,,,248,,
P108,,,,,248,,
P109,,,,,248,,
P110,,,,,248,,
P111,,,,,248,,
P112,,,,,248,,
P115,,,,,182,,
P122,,,,,399,,
P220,,,,,213,,
P260,,,,,213,,
P261,,,,,213,,
P268,,,,,213,,
P269,,,,,213,,
P270,,,,,213,,
P271,,,,,213,,
P278,,,,,213,,
P279,,,,,213,,
P280,,,,,213,,
P2810,,,,,213,,
P2811,,,,,213,,
P2819,,,,,213,,
P285,,,,,213,,
P2881,,,,,212,,
P290,,,,,225,,
P2981,,,,,213,,
P360,2,2,2,2,2,,
P3610,2,2,2,2,2,,
P3619,2,2,2,2,2,,
P362,2,2,2,2,2,,
P3630,2,2,2,2,2,,
P3639,2,2,2,2,2,,
P364,2,2,2,2,2,,
P365,2,2,2,2,2,,
P368,2,2,2,2,2,,
P369,2,2,2,2,2,,
P520,,,,,248,,
P521,,,,,248,,
P5221,,,,,248,,
P5222,,,,,248,,
P523,,,,,248,,
P524,,,,,248,,
P525,,,,,248,,
P526,,,,,248,,
P528,,,,,248,,
P529,,,,,248,,
P550,,,,,109,,
P551,,,,,109,,
P558,,,,,109,,
P559,,,,,109,,
P560,,,,,109,,
P5690,,,,,109,,
P5699,,,,,109,,
P570,,,,,192,,
P578,,,,,192,,
P579,,,,,192,,
P771,,,,,78,,
P772,,,,,78,,
P773,,,,,78,,
P779,,,,,78,,
P780,,,,,78,,
P90,,,,,201,,
P910,,,,,202,,
P911,,,,,202,,
P912,,,,,202,,
P913,,,,,202,,
P914,,,,,202,,
P915,,,,,202,,
P9160,,,,,202,,
P9161,,,,,202,,
P9162,,,,,202,,
P9163,,,,,202,,
P91811,,,,,202,,
P91819,,,,,202,,
P91821,100,100,100,100,249,206,
P91822,100,100,100,100,249,206,
P91823,100,100,100,100,249,206,
P91829,100,100,100,100,249,206,
P9188,,,,,202,,
P919,,,,,202,,
P930,,,,,137,,
P938,,,,,137,,
P961,,,,,137,,
P962,,,,,137,,
Q000,72,72,72,72,182,157,155
Q001,72,72,72,72,182,157,155
Q002,72,72,72,72,182,157,155
Q010,72,72,72,72,182,157,155
Q011,72,72,72,72,182,157,155
Q012,72,72,72,72,182,157,155
Q018,72,72,72,72,182,157,155
Q019,72,72,72,72,182,157,155
Q02,72,72,72,72,182,157,155
Q030,72,72,72,72,182,157,155
Q031,72,72,72,72,182,157,155
Q038,72,72,72,72,182,157,155
Q039,72,72,72,72,182,157,155
Q040,72,72,72,72,182,157,155
Q041,72,72,72,72,182,157,155
Q042,72,72,72,72,182,157,155
Q043,72,72,72,72,182,157,155
Q044,72,72,72,72,182,157,155
Q045,72,72,72,72,182,157,155
Q046,72,72,72,72,182,157,155
Q048,72,72,72,72,182,157,155
Q049,72,72,72,72,182,157,155
Q050,72,72,72,72,182,157,155
Q051,72,72,72,72,182,157,155
Q052,72,72,72,72,182,157,155
Q053,72,72,72,72,182,157,155
Q054,72,72,72,72,182,157,155
Q055,72,72,72,72,182,157,155
Q056,72,72,72,72,182,157,155
Q057,72,72,72,72,182,157,155
Q058,72,72,72,72,182,157,155
Q059,72,72,72,72,182,157,155
Q060,72,72,72,72,182,157,155
Q061,72,72,72,72,182,157,155
Q062,72,72,72,72,182,157,155
Q063,72,72,72,72,182,157,155
Q064,72,72,72,72,182,157,155
Q068,72,72,72,72,182,157,155
Q069,72,72,72,72,182,157,155
Q0700,72,72,72,72,182,157,155
Q0701,72,72,72,72,182,157,155
Q0702,72,72,72,72,182,157,155
Q0703,72,72,72,72,182,157,155
Q078,72,72,72,72,182,157,155
Q079,72,72,72,72,182,157,155
Q200,,,,,,,191
Q201,,,,,,,191
